lagoslakeid,lake_glaciatedlatewisc,lake_lat_decdeg,lake_lon_decdeg,lake_huc12,ws_area_ha,ws_lake_arearatio
30483,Glaciated,46.35037086,-94.31872539,70101061008,90.8826,2.236902
110339,Glaciated,46.52350405,-94.31381642,70101061005,227.0115,1.777631
49359,Glaciated,46.53239313,-94.31415157,70101061005,101.6477,1.65858
100152,Glaciated,46.56993307,-94.32133066,70101061001,255.3128,3.904595
2777,Glaciated,45.49433521,-94.28637676,70102020607,257.6506,2.925874
31579,Glaciated,47.63156421,-94.29930831,70101010604,1067.836,89.53235
4176,Glaciated,45.27530722,-94.25798536,70102030202,755.2138,23.50369
105245,Glaciated,46.66373456,-94.25348502,70101050405,378.5563,2.779009
4149,Glaciated,46.98437442,-94.22158792,70101020305,319.6255,1.915412
72020,Glaciated,46.95715004,-94.2079709,70101020401,51.35002,2.802951
3078,Glaciated,45.30209357,-94.16481462,70102030202,692.5639,10.5019
10696,Glaciated,47.59150599,-94.17506891,70101010702,765.052,18.88606
74177,Glaciated,45.41188289,-94.15791453,70102030102,1115.466,108.6781
74139,Glaciated,46.37571193,-94.1642636,70101040505,3158.736,24.85952
97049,Glaciated,47.56434852,-94.16154484,70101010702,684.3102,5.923817
112485,Glaciated,46.6333624,-94.15062692,70101050603,113.9216,3.845321
41071,Glaciated,46.56723816,-94.13202746,70101050602,160.2037,6.665091
75215,Glaciated,46.60235179,-94.12243858,70101050603,101.3035,1.987651
27432,Glaciated,45.33014481,-94.11285243,70102030205,98.55243,3.775589
99100,Glaciated,45.2153688,-94.10104721,70102030204,123.9703,3.328985
72000,Glaciated,46.92501892,-94.09220762,70101050301,62.2578,12.93751
17832,Glaciated,45.57302611,-94.0624636,70102030303,99.95625,4.903726
3384,Glaciated,45.02693078,-94.04817447,70102040605,7516.907,49.73397
736,Glaciated,45.05275743,-94.05354632,70102040605,130.045,2.051085
91905,Glaciated,45.35843639,-94.05641639,70102030205,295.3835,11.83519
102104,Glaciated,46.51893866,-94.05509042,70101040502,378.9848,9.102174
3117,Glaciated,46.75693242,-94.05066724,70101050304,541.487,3.794009
45233,Glaciated,45.00798249,-94.02401473,70102040605,162.6042,9.363141
2755,Glaciated,45.38306191,-94.01599303,70102030601,837.1182,22.44557
1453,Glaciated,46.4720704,-94.01153947,70101040503,1407.215,17.83811
212,Glaciated,46.82862238,-94.0140531,70101050301,86.12713,12.94585
116627,Glaciated,45.26523975,-94.01171133,70102030602,93.45436,5.450618
15780,Glaciated,45.38270135,-93.99533923,70102030601,538.8232,16.04269
12764,Glaciated,46.83651575,-94.00413375,70101050301,65.6279,3.085162
71026,Glaciated,45.31119304,-93.97949562,70102030602,2131.22,65.39228
37862,Glaciated,46.34049698,-93.9917497,70101040601,2907.014,42.47177
51439,Glaciated,46.37259185,-93.98438077,70101040601,211.1101,2.866754
3510,Glaciated,46.85237157,-93.98387803,70101050301,15.49611,2.098637
3943,Glaciated,44.80843715,-93.93437865,70102050701,496.5746,6.929464
132631,Glaciated,45.13580387,-93.9414608,70102040606,144.4122,20.43256
22108,Glaciated,45.17840487,-93.93950445,70102040606,236.243,11.33221
13722,Glaciated,46.44461558,-93.94220931,70101040601,29.87634,1.411014
50397,Glaciated,45.17402701,-93.92688323,70102040606,114.3901,12.76691
32617,Glaciated,47.1063693,-93.92017846,70101020603,302.763,5.640896
131613,Glaciated,45.33465288,-93.90492428,70102030603,90.59458,3.435297
