NLAID,area,perimeter,SDI,bbox_lw_rat,dist_pole
NLA06608-1096,589760.737030029,7114.65775476207,2.613,2.09,273.25794203779765
NLA06608-1687,20277383.6960602,22990.3238256768,1.44,2.255,1861.186059314226
NLA06608-0523,4116061.93617249,9390.28448947932,1.306,1.727,821.058321656793
NLA06608-0247,878912.801620483,4079.73981336724,1.228,1.192,418.4105178085971
NLA06608-1675,261226.956176758,2402.07096287484,1.326,2.723,188.11493487973988
NLA06608-2715,2967030.12341309,9674.89997225088,1.584,2.168,566.9980233798215
NLA06608-1259,165405.31628418,1829.36397416824,1.269,1.913,159.62483803590592
NLA06608-2027,150139.059814453,1930.94805850547,1.406,2.033,115.43312313780123
NLA06608-0764,2022271.42602539,12594.0442959612,2.498,1.11,317.81536014382993
NLA06608-1083,2844635.48742676,10509.2032753953,1.758,2.199,622.7134944369462
NLA06608-0715,793960.633911133,7767.68252251196,2.459,1.92,277.0961120715176
NLA06608-1339,724962.378051758,5616.82631868568,1.861,2.323,257.3720083121946
NLA06608-1851,2174881.57275391,6681.89721966714,1.278,1.308,616.9116862288435
NLA06608-1739,795410.232543945,5191.46786683631,1.642,2.681,232.59782503582753
NLA06608-1403,6115611.07885742,17086.2548498028,1.949,3.095,686.7706171658245
NLA06608-0955,681945.678710938,6509.71522070874,2.224,2.101,248.005441483722
NLA06608-1723,538018.833251953,3714.69579955253,1.429,1.293,334.7971368808448
NLA06608-0891,902654.332763672,8331.16755989674,2.474,2.467,229.9826608791845
NLA06608-3160,292233.322280884,2788.92211729259,1.455,1.704,197.8449040922985
NLA06608-0344,6733546.09631348,28467.3978266979,3.095,1.083,630.0946842608773
NLA06608-1148,2019528.47729492,6059.04047652462,1.203,1.404,563.3239618544989
NLA06608-2740,11178545.2205505,76757.415720132,6.476,1.006,660.2142326317036
NLA06608-2824,505622.226165771,4773.21288190929,1.894,2.844,198.9640492279726
NLA06608-3608,257854.70223999,3609.84207324134,2.005,3.549,110.62900690862821
NLA06608-1975,23591516.5040894,65340.0137994102,3.795,1.073,909.310710119971
NLA06608-0076,30080682.3930359,176162.725295642,9.061,1.333,775.889625281968
NLA06608-0880,7406546.32556152,18896.3630865367,1.959,1.405,835.5926383807473
NLA06608-1360,6518239.42474365,29847.4877070125,3.298,1.583,604.799053696717
NLA06608-2640,6444588.93286133,45645.2909571799,5.072,1.18,381.54903543956965
NLA06608-2332,53120297.7608643,96665.6102912292,3.741,1.845,1778.3358215541775
NLA06608-1208,128529.180038452,1629.50023846009,1.282,1.666,141.19024188969524
NLA06608-1052,19779790.8661194,46358.2109160046,2.94,1.224,1273.2658190671002
NLA06608-1292,1019459.83982658,7168.8926325489,2.003,1.865,318.5716330381131
NLA06608-0140,268643.857131958,4019.91341007284,2.188,2.414,138.4248263998721
NLA06608-1100,558673.356140137,5715.0179626323,2.157,1.844,193.78575874724882
NLA06608-0312,118597.542366028,1894.82795445247,1.552,3.106,105.2907987965749
NLA06608-0216,320840.423072815,4582.72057784881,2.282,1.103,142.39782357067253
NLA06608-3660,287630.566650391,5963.31691044697,3.137,2.707,115.77660495256102
NLA06608-1012,106494.986663818,1847.86835986016,1.597,1.208,95.5346871238328
NLA06608-1460,391940.489349365,4438.88498601973,2,1.605,152.8528252860347
NLA06608-R728,109401.52946496,2234.410168082,1.906,2.781,84.14210598046579
NLA06608-R736,28376541.7073689,132536.442469922,7.019,2.724,821.428088641073
NLA06608-0632,758123.027069092,5318.64642724306,1.723,2.131,297.8725836641384
NLA06608-0168,240385.002655029,2990.97454714933,1.721,3.152,146.78780007074567
NLA06608-1704,303935.7394104,2701.29410576731,1.382,2.825,189.90943498400273
NLA06608-2152,33718142.0682373,188090.873750566,9.138,1.532,685.6691361940792
NLA06608-1576,6504759.00036621,28279.6939876051,3.128,1.975,598.1631544748893
NLA06608-0184,149524.919799805,1761.46992735179,1.285,1.621,149.637475714084
NLA06608-1740,1004341.36169434,9243.19540012102,2.602,2.308,227.32484279734777
NLA06608-0720,8376295.08148193,35144.2411690587,3.425,2.63,817.5277637729279
NLA06608-R7106,854629.573280334,6183.35811992614,1.887,2.912,233.3539373615321
NLA06608-0904,958997.550117493,10817.2744521619,3.116,1.379,211.60464837157434
NLA06608-R759,33915637.524231,118619.052608629,5.746,2.166,1055.497518906905
NLA06608-R750,66862.9229888916,1421.85152781838,1.551,1.261,72.23046090044852
NLA06608-R7103,781450.665405273,6063.93017372332,1.935,5.28,205.39906607739866
NLA06608-R788,220419.023803711,1976.74449818831,1.188,1.788,166.43096438108103
NLA06608-0924,130008.725463867,1655.03147280369,1.295,2.253,132.09071742053862
NLA06608-R7101,2555779.08093262,10760.6964009603,1.899,6.297,374.97579835869834
NLA06608-R7104,292151.848754883,4067.56462316819,2.123,5.225,144.6661811035325
NLA06608-0220,201813.636962891,1935.94827717634,1.216,2.361,168.5711167362841
NLA06608-0044,2198025.09686279,12395.7417394669,2.359,2.054,366.1796084679639
NLA06608-0503,207697.840179443,1745.95574187354,1.081,1.127,226.6999588881492
NLA06608-0663,700771.180725098,3169.79882740841,1.068,1.133,422.65556473049685
NLA06608-2123,208672.922134399,1887.90311579795,1.166,1.282,185.02173197186346
NLA06608-0940,982750.932128906,4982.33155674863,1.418,1.873,340.2652587518929
NLA06608-R791,811672.522583008,4778.02812973949,1.496,2.011,332.560225029177
NLA06608-1596,512178.118652344,3532.48460140205,1.392,2.944,247.71463073253275
NLA06608-R796,2285924.64489746,9862.60197014131,1.84,1.275,543.9556558076024
NLA06608-R792,1322482.99694824,5730.81949648181,1.406,1.175,494.61575853952246
NLA06608-3644,249360.070922852,2162.73086990474,1.222,1.223,218.1001696229015
NLA06608-2379,516413.515625,3933.17877733941,1.544,1.649,198.40966269002297
NLA06608-1476,679421.458374023,4036.97264627195,1.382,1.491,324.78966012029167
NLA06608-0452,53911.0184326172,1153.68916472069,1.402,2.878,79.30656558515415
NLA06608-1595,3029402.76953125,7832.11895777214,1.269,1.062,684.7572032796734
NLA06608-0827,182456.760375977,1618.21348067501,1.069,1.143,207.55429105297813
NLA06608-0635,1898165.63623047,7981.99572906742,1.634,2.075,494.79166934624936
NLA06608-1147,578471.011352539,3231.86055042402,1.199,1.774,316.1312722449294
NLA06608-0016,6410235.31079102,18968.0287802356,2.113,1.871,700.5422369248713
NLA06608-0528,8782476.0065918,18315.1573944528,1.743,2.198,987.8930742259622
NLA06608-0692,87400.4694824219,2199.46019103574,2.099,1.822,77.36833645492983
NLA06608-0124,305325.532348633,2430.19175319116,1.241,1.951,242.17915946525488
NLA06608-2972,541210.102355957,4637.20397601358,1.778,2.821,287.02660981708897
NLA06608-3656,382353.939880371,3815.59274601667,1.741,2.275,185.39585711464974
NLA06608-0648,102933.224914551,1391.69471260352,1.224,2.175,120.32220483681249
NLA06608-1271,206734.12361145,1690.05767821634,1.049,1.103,211.7275481553267
NLA06608-2039,834518.132629395,6562.61408985677,2.027,1.229,346.7173940256873
NLA06608-0588,102348.269668579,1506.68813900202,1.329,1.099,127.05995899692236
NLA06608-1036,118442.945701599,1559.99849200151,1.279,2.617,113.09481277914941
NLA06608-0808,117548.461349487,1713.90914956061,1.41,1.926,119.4495615679399
NLA06608-R733,1100385.52932739,9352.80051626544,2.515,2.766,274.8210835733141
NLA06608-R746,502775.422180176,6827.09565833142,2.716,3.454,198.67734803418634
NLA06608-R772,319278.892333984,4204.27257550004,2.099,1.367,145.40216253918314
NLA06608-1879,14729338.6988983,27650.4801378819,2.032,1.815,1113.018405649992
NLA06608-0833,1053241.02294922,9483.54573166728,2.607,8.276,179.3695269981018
NLA06608-1633,19485374.918457,29009.780649442,1.854,1.175,1269.4350522109335
NLA06608-1377,77635.6271972656,1394.07633781963,1.411,3.237,89.43992563330616
NLA06608-2874,14857593.1696777,60588.1026876571,4.434,3.568,630.6143870380066
NLA06608-2170,832306.357177734,3655.93491726923,1.13,1.252,406.87282538921437
NLA06608-0378,5322071.83203125,16381.1103802032,2.003,1.662,810.4250831312689
NLA06608-0225,2056046.34448242,9382.49205153947,1.846,2.047,412.48975837198185
NLA06608-0385,398407.865722656,2792.2869275037,1.248,1.339,261.8364836784233
NLA06608-1002,63595.4968261719,1133.42276696488,1.268,1.029,98.66468365532283
NLA06608-0944,607082.957519531,7711.04327300217,2.792,3.635,170.4662025816662
NLA06608-1856,548841.157470703,4231.64020870519,1.611,2.306,224.07053788663612
NLA06608-0128,123778.066894531,3099.83912604269,2.485,1.86,74.21272147253565
NLA06608-0496,124412.770263672,2644.69803694761,2.115,5.011,67.22681830145795
NLA06608-1968,877672.439208984,5108.27365178492,1.538,1.136,326.48364445268425
NLA06608-0240,16659889.8193359,51929.8650974205,3.589,2.267,1033.1832493356974
NLA06608-1338,2179716.75585938,16162.1937997817,3.088,1.618,441.4906407340838
NLA06608-1610,631098.674804688,10106.7263841835,3.589,1.243,142.1543466512816
NLA06608-0570,2969416.6550293,12537.3692597731,2.052,1.93,416.63827082899275
NLA06608-0842,154375.657470703,1629.30435035015,1.17,1.195,164.90082859012202
NLA06608-2634,151767.249511719,2228.60154892848,1.614,3.166,119.27696865597136
NLA06608-1866,167705.769775391,2087.37486900666,1.438,3.002,131.0140982554536
NLA06608-0950,77649191.8239746,188201.122291117,6.025,2.711,1763.3256058112452
NLA06608-2266,120428.272094727,1501.26094199479,1.22,2.527,126.56863480057856
NLA06608-0042,777185.026123047,4314.41881968626,1.381,2.356,276.89479834373464
NLA06608-0922,8226823.13513184,23914.2677377851,2.352,3.745,777.0941890167621
NLA06608-0222,203064.687133789,3417.63356160572,2.139,1.53,105.83043134231774
NLA06608-1578,41843.8818359375,1035.06476687946,1.427,2.277,61.95448201967396
NLA06608-2714,302995.228149414,2762.67019169074,1.416,2.353,179.37845203139528
NLA06608-0979,459592.283691406,5401.23427251066,2.248,1.896,175.0317154964793
NLA06608-0579,3142065.4364624,13242.8254359284,2.108,5.934,481.28921977270977
NLA06608-0019,1033135.35827637,7965.64078127058,2.211,2.36,230.08778888543213
NLA06608-0755,153270.817993164,2630.05321808553,1.895,3.321,89.97857723821085
NLA06608-2103,1821478.66522217,7013.84924924579,1.466,2.887,429.41110491841664
NLA06608-0275,562025.327880859,3367.30516597995,1.267,2.665,235.67615547972696
NLA06608-0339,650744.604980469,5679.29999754582,1.986,1.353,228.3461753506185
NLA06608-0595,610734.040283203,4037.68393071538,1.457,1.981,275.2134537877286
NLA06608-0718,643740.085327148,4260.8927994296,1.498,1.858,345.93714606273915
NLA06608-0967,303220.2109375,7751.14974757184,3.971,7.429,68.6766794957674
NLA06608-0179,105722.210571289,2223.43721386317,1.929,2.454,94.39792759888363
NLA06608-0195,63059.6607055664,1228.15238566978,1.38,2.405,96.59873702920179
NLA06608-1959,21550926.337738,56662.9471108118,3.443,3.04,1215.879441873247
NLA06608-1511,1917548.52957153,16438.9590136915,3.349,1.129,212.2724296986231
NLA06608-0259,103893.877868652,1740.56109137057,1.523,2.515,114.32099813896973
NLA06608-1703,7178284.03143311,15977.1803800725,1.682,1.982,1152.3179293394758
NLA06608-1255,457367.701568604,3598.66444935756,1.501,1.831,207.63406228145396
NLA06608-1655,127964.686096191,2119.75719696891,1.672,1.521,133.95258694263654
NLA06608-1319,618102.520996094,3937.01152489925,1.413,1.284,315.9083363372943
NLA06608-0001,662930.961425781,3178.5091505837,1.101,1.859,341.007335616423
NLA06608-1510,69658.7412109375,1928.17209852293,2.061,2.112,78.36874118037898
NLA06608-1674,75247.4985351563,1259.0758718271,1.295,1.68,119.51911329629372
NLA06608-2800,6174966.20776367,23284.4987167636,2.643,1.55,723.5487755519551
NLA06608-1344,83033.6037597656,1119.85419299576,1.096,1.221,134.38178634543942
NLA06608-1008,1482739.26098633,7276.61827083543,1.686,3.078,323.3176841010555
NLA06608-2426,681848.904785156,4648.57684167575,1.588,4.687,210.30781242248636
NLA06608-0064,252077.986572266,2061.26992528972,1.158,1.693,212.33145155997616
NLA06608-1600,217432.199951172,2694.96430414874,1.63,4.686,122.74439367178262
NLA06608-1462,175907.146728516,3680.88781479014,2.476,2.395,146.43959574291927
NLA06608-0384,707247.154052734,5082.47712341284,1.705,1.072,225.7282810863454
NLA06608-0442,301718.502441406,4970.8237144384,2.553,2.204,122.36969208198394
NLA06608-1210,524948.123291016,4697.76645478081,1.829,5.038,187.9788476204753
NLA06608-0762,347820.96685791,3283.69700657099,1.571,2.862,182.4321411625054
NLA06608-0062,542985.411193848,2944.96071020664,1.127,1.106,358.40390126731216
NLA06608-1006,2304897.8416748,9832.25126153527,1.827,1.546,519.5283216861615
NLA06608-1155,129151.788330078,1495.56992724763,1.174,1.332,140.2913475376317
NLA06608-1219,1431940.89068604,10703.6297118276,2.523,1.972,312.2096711178868
NLA06608-0899,865482.354431152,3694.06538078643,1.12,1.156,441.9336965890268
NLA06608-0531,138800.825561523,1851.63826284811,1.402,2.86,122.99604288392541
NLA06608-0083,483332.637329102,4992.89805364001,2.026,1.12,184.7913384852721
NLA06608-2131,701921.317504883,3558.81512648148,1.198,1.366,374.9663347644409
NLA06608-1107,589976.353820801,5787.06336681902,2.125,2.175,242.1754786617274
NLA06608-1811,1466316.15863037,10117.6732294472,2.357,2.543,307.85027333152425
NLA06608-0851,577620.542053223,5801.22814600115,2.153,1.774,223.0489636727891
NLA06608-1086,444141.137390137,4619.35033751548,1.955,2.043,174.39617662465977
NLA06608-0830,448954.639221191,3465.91169214976,1.459,1.28,241.3103942893833
NLA06608-0126,115350.238037109,1474.45423978084,1.225,2.291,119.97594127327618
NLA06608-1022,140827.53137207,1752.77645237763,1.318,1.878,147.4970862404962
NLA06608-0766,1802560.52609253,7339.83233780413,1.542,1.964,395.95846115497
NLA06608-0515,692714.727172852,4269.05952384034,1.447,1.566,298.7007799284919
NLA06608-0439,174839.563903809,1941.75560838257,1.31,1.393,158.5911467452351
NLA06608-0727,292318.021636963,2196.15471789236,1.146,1.654,208.80929702757604
NLA06608-2087,245340.653900146,2043.57291024319,1.164,1.623,183.91418532664937
NLA06608-0807,218271.167633057,2524.29949156108,1.524,2.311,133.77467047892017
NLA06608-0471,8571949.3614502,20068.5051485267,1.934,1.714,925.2703800346849
NLA06608-0295,184312.002166748,1593.37816808767,1.047,1.368,198.3002938238868
NLA06608-1575,160397.968383789,2654.06701111084,1.869,1.312,125.01316730476944
NLA06608-0407,274683.827819824,1951.43888621627,1.05,1.188,243.91270211371264
NLA06608-0779,119784.538848877,1948.78230821879,1.588,1.967,107.7810957049068
NLA06608-1091,16235086.5371704,29686.8409680025,2.078,1.053,1050.6232443102626
NLA06608-1354,52539058.9946289,298447.885354727,11.615,4.257,1154.239653366864
NLA06608-1719,334271.817993164,4702.04124443987,2.294,1.972,139.39575323809393
NLA06608-0243,1254550315.05402,3521668.76085803,28.048,3.486,2416.5498036724825
NLA06608-1120,6589319.36712646,36686.4914391543,4.032,1.718,400.66637493394546
NLA06608-R770,88965.8367919922,1908.15622715302,1.805,1.88,82.69206178657858
NLA06608-1748,7020280.46325684,17037.1380405015,1.814,2.436,907.3995915015307
NLA06608-0596,2232827.31103516,5972.59444176376,1.128,1.532,670.5506074922079
NLA06608-0916,102228.856079102,1557.59147786264,1.374,3.546,93.62296674530553
NLA06608-0276,403301.419433594,3252.25843550813,1.445,1.817,221.45780862490594
NLA06608-0372,379568.827514648,3384.94132054344,1.55,3.552,184.79049613753313
NLA06608-0872,887350.698318481,6705.7496317925,2.008,3.091,253.1758066680597
NLA06608-4064,635789.23248291,4611.04743021036,1.631,2.027,256.069038333423
NLA06608-1824,1273006.39523315,9831.91571437515,2.458,2.314,233.09161419962885
NLA06608-4320,65643750.242012,187365.768347688,6.524,1.233,1210.7372205762972
NLA06608-4440,1851287.1243515,14131.3921196538,2.93,4.2,327.0006011933219
NLA06608-1336,95189.7765350342,1575.45719632229,1.44,2.289,96.43023065275483
NLA06608-0440,1796546.89578247,15002.5409308824,3.157,1.873,311.90357379103745
NLA06608-1256,161022.042156219,2344.28989700624,1.648,1.793,142.33776838051992
NLA06608-0744,106922.619445801,1655.5099673623,1.428,1.392,130.36460109915092
NLA06608-4949,1170043.68198395,18132.7946773418,4.729,3.077,149.63150439704762
NLA06608-R764,1739722.23407555,18024.2502651963,3.855,1.794,240.39878416081052
NLA06608-0488,134818.776243329,4312.84430080813,3.313,2.369,68.05144449518826
NLA06608-1960,11469826.4180286,47531.4016749857,3.959,2.337,675.0511576397656
NLA06608-4504,1034518.29747534,10052.8288926733,2.788,2.445,234.38913961494958
NLA06608-0824,3253717.86149979,25522.1516672802,3.991,2.321,339.6739978429894
NLA06608-4643,4494696.10937119,40643.6318891675,5.408,1.828,415.47948871460454
NLA06608-R730,1483391.03858185,9387.32915085534,2.174,2.008,333.2445500228104
NLA06608-1124,1223775.49938965,4934.96840651049,1.258,1.756,446.50654367710143
NLA06608-1380,3674418.90380859,10856.9996940763,1.598,3.118,550.2180964804804
NLA06608-0628,3258984.4128418,7492.45021337154,1.171,1.119,909.9244087373606
NLA06608-1508,157229.107299805,2572.31163576447,1.83,1.186,117.46124198453411
NLA06608-0560,65593935.5368042,173423.770206666,6.04,2.948,1234.0758815434085
NLA06608-2704,226662.196258545,1853.53952315349,1.098,1.604,199.3252762884872
NLA06608-3616,545762.658630371,5316.29691203563,2.03,2.855,228.19995934092603
NLA06608-1868,5331237.83925629,26922.2310329365,3.289,1.235,495.6858115671683
NLA06608-1568,6735795.51080322,18935.1546985702,2.058,2.394,883.0820440110003
NLA06608-4056,32547868.8316956,57048.012699856,2.821,1.801,1762.98406274097
NLA06608-0972,286261.119369507,3906.33892803352,2.06,2.704,155.44140854240507
NLA06608-4472,6371497.52311707,11383.4783524173,1.272,1.225,973.8211474487981
NLA06608-1164,1477385.88582993,20625.8914277081,4.787,2.197,205.341810029121
NLA06608-1420,200827.455039978,2769.1260458769,1.743,4.201,118.13761847944177
NLA06608-1016,272097.822250366,3317.73943099298,1.794,1.581,178.04533036907733
NLA06608-0268,2857857.47681046,23155.5087852434,3.864,1.001,394.4208838308394
NLA06608-1356,88241.8252182007,1258.07763291807,1.195,1.188,120.7974706632812
NLA06608-3320,13524046.334198,89054.723827511,6.831,1.573,778.8877418650898
NLA06608-4414,358903.429496765,3691.71152409137,1.738,2.481,222.7904955313812
NLA06608-1484,446820.4246521,4738.60018886998,2,1.437,196.04543980641515
NLA06608-2076,351053.104492188,3915.77302991643,1.864,1.534,180.41248693908324
NLA06608-1808,1057849.265625,9081.45058736424,2.491,2.35,256.2290258617388
NLA06608-1488,129991.99331665,2400.48369182217,1.878,1.405,124.74327805056244
NLA06608-0540,100905.836791992,2075.87175104427,1.843,2.382,93.3234180682182
NLA06608-1564,1415133.07632446,12458.0619056294,2.954,1.998,246.04098968200958
NLA06608-3032,42796.1873168945,848.541242409407,1.157,1.747,90.2929369582377
NLA06608-1524,512170.710357666,3924.95458850417,1.547,1.252,228.1492780503193
NLA06608-0180,4164715.8795166,22362.4568759345,3.091,1.989,404.8984342857289
NLA06608-2996,839337.462005615,5915.62639899066,1.821,1.832,291.7724960453544
NLA06608-0244,61409766.1411133,199046.425000413,7.165,1.302,1155.6478256599203
NLA06608-0204,357704.572723389,3250.59421864291,1.533,1.008,254.09474235457554
NLA06608-4659,737044.953765869,11622.0588499993,3.819,2.74,175.16981909320535
NLA06608-1372,15462417.572876,58451.4201979634,4.193,2.471,676.0720597940815
NLA06608-0284,165062.773742676,2846.99973544766,1.977,1.603,123.99598357319374
NLA06608-4828,248552.737991333,3984.93117363321,2.255,3.559,110.59734423589634
NLA06608-0696,121610.703903198,2342.55096711478,1.895,3.6,116.9075146149909
NLA06608-4382,144918.907852173,3049.53015570106,2.26,1.199,102.99856269152927
NLA06608-0152,3995585.49121094,22174.6740049577,3.129,1.466,386.41002220629576
NLA06608-3480,149094.51700592,2752.0419981191,2.011,1.303,132.79803075507022
NLA06608-0756,810042.152740479,5806.18042226704,1.82,1.411,335.780023649079
NLA06608-0408,828515.416000366,7159.72548444723,2.219,1.694,287.59913996157235
NLA06608-0856,1607371.68809509,13297.4695599012,2.959,1.175,254.28075006212794
NLA06608-1432,126122.637512207,1550.52866724258,1.232,1.032,137.0998576429632
NLA06608-0472,1589734.87315559,12640.7487027159,2.828,1.728,238.19573053683195
NLA06608-4929,170773.964179993,2273.2404358312,1.552,1.231,157.52361520109147
NLA06608-1240,381338.300441742,4454.11918374536,2.035,1.867,188.12817519567483
NLA06608-0984,104368.625617981,1607.54661940142,1.404,2.221,94.85351667854884
NLA06608-1608,62760105.058075,154164.444444998,5.49,2.874,1356.272644438085
NLA06608-4698,385308.174911499,10824.3210663345,4.919,1.036,74.64374088466272
NLA06608-4686,11815215.0513916,56015.6841359635,4.597,1.913,716.2257108664893
NLA06608-2823,6523207.47293091,36584.7272410636,4.041,1.705,560.727522513107
NLA06608-TX:30,119364558.214676,401625.041161348,10.37,2.313,1824.98330648316
NLA06608-0328,33514409.7697906,106643.519936127,5.197,2.755,982.2146971161836
NLA06608-1560,70624737.5832977,191019.814099068,6.412,2.474,1376.8375014500061
NLA06608-1800,107378307.962357,372941.057010228,10.153,1.401,1852.6819581829307
NLA06608-0012,1776572.98892212,13506.4524283841,2.859,2.221,270.1519384880507
NLA06608-0500,3922004.40408325,43541.3182724553,6.202,2.011,255.7536092769099
NLA06608-0228,2172778.53894043,6977.86724457238,1.335,1.163,585.9114420048189
NLA06608-0864,3036462.04248047,8631.7144451348,1.397,1.424,548.7839608102574
NLA06608-0104,567938.270263672,4717.54960143057,1.766,1.356,216.2364576738529
NLA06608-0616,101555.001159668,1368.40555957944,1.211,1.183,132.73820966443043
NLA06608-4206,113518.420059204,1588.42933902254,1.33,1.931,112.62983777188681
NLA06608-1804,9709815.05989075,25884.2633946994,2.343,1.147,1269.9506227777622
NLA06608-0356,918089.545166016,3990.40448415193,1.175,1.126,433.1854097852498
NLA06608-0996,132226.557983398,1527.85582214513,1.185,1.859,145.1517341393647
NLA06608-1368,109326.596916199,1430.43387097962,1.22,1.741,134.46691795776837
NLA06608-4610,267632.942871094,3276.83936443288,1.787,1.121,133.0844855299543
NLA06608-R769,127253.12121582,1822.48032382181,1.441,1.381,133.00038326731575
NLA06608-R723,285581.995025635,4688.81776656271,2.475,1.681,125.45885537149198
NLA06608-0376,42128579.7687969,292947.966086021,12.732,1.78,992.7987365125997
NLA06608-1300,35508678.788208,134565.503814711,6.37,2.16,873.4635044044084
NLA06608-0120,102437662.582283,465210.126992136,12.966,1.179,945.160906860952
NLA06608-0332,54626940.6607361,215361.222267752,8.22,3.739,1037.8989382328493
NLA06608-TX:22,14262513.4905548,44589.5302866237,3.331,2.304,813.0133799084387
NLA06608-2072,43806.6429748535,944.799607842891,1.273,1.635,80.50233810157232
NLA06608-0024,95301462.5221672,239287.357588179,6.915,2.173,1558.3539210361973
NLA06608-TX:19,4814392.74817276,34201.11166485,4.397,2.372,393.4124805036514
NLA06608-1047,456506907.25045,990871.994802457,13.082,2.765,2934.370753296594
NLA06608-1496,48979.2515258789,1272.26801507511,1.622,2.308,74.6788238486799
NLA06608-0792,87830731.0102386,287664.765511038,8.659,1.137,1962.192913987234
NLA06608-2696,4271516.31577301,18297.4142439032,2.497,2.231,529.1267373074236
NLA06608-0456,92884046.1386185,182881.384993866,5.353,1.706,1648.3047854081656
NLA06608-1672,138397.001644135,2369.22069678587,1.797,1.419,117.4614424357317
NLA06608-0280,53611.6653051376,1133.23579348174,1.381,3.848,66.42293514198346
NLA06608-3083,337573931.645819,649082.155508644,9.966,2.854,3948.533033044602
NLA06608-3228,10080061.8202515,37968.978850467,3.374,2.972,647.619245253536
NLA06608-2120,138661.487503052,1989.95720882872,1.508,2.507,115.66709065741827
NLA06608-0712,100550.36126709,1768.22311428661,1.573,2.569,95.72609298882125
NLA06608-2807,57647570.8227539,166292.397119318,6.178,2.309,1511.7563706122935
NLA06608-0599,46825096.5002594,110307.482917015,4.547,1.669,1335.9720491428072
NLA06608-0072,91270.6219787598,1325.29371720719,1.237,1.695,111.95178274308482
NLA06608-0023,62072.1965179443,974.666723107307,1.104,1.7,103.40680316323859
NLA06608-TX:29,26601616.1044312,100276.64291728,5.485,2.894,1139.2252332459489
NLA06608-2924,567551.548492432,5998.92579928264,2.246,4.124,197.44923718508983
NLA06608-TX:27,9198791.15258789,26191.5150495424,2.436,1.286,1122.5265870140402
NLA06608-0775,67135.8057250977,1484.18020334984,1.616,2.35,76.69725011419794
NLA06608-1436,7053781.21914673,34057.638014236,3.617,3.481,539.8337027492028
NLA06608-2759,208751.546569824,3273.44296570674,2.021,7.12,96.4785499491981
NLA06608-1191,630305.752151489,5143.50544582854,1.828,3.104,222.2193130568882
NLA06608-3303,5165171.41969299,19313.5830646688,2.397,1.076,521.1916267708305
NLA06608-1630,2409245.62069702,9205.80113451999,1.673,1.395,541.9680497921987
NLA06608-TX:5,114584280.550995,181898.929897276,4.794,2.453,2967.641854858898
NLA06608-TX:15,2290177.68197632,21319.5965571188,3.974,1.345,233.351722050313
NLA06608-0144,7061360.52807617,36148.3510459207,3.837,3.131,588.5056042251182
NLA06608-1224,699805.576150894,3352.56103480327,1.131,1.493,345.5302446041
NLA06608-1735,64157.1330871582,1205.14548231429,1.342,2.363,96.80579973074187
NLA06608-2776,119689.861953735,1812.73011631555,1.478,2.178,96.5267655282595
NLA06608-3096,154730.937932968,2458.40381851982,1.763,2.099,104.1761049535381
NLA06608-1992,48699.5381088257,1156.45890404874,1.478,2.136,75.54109203267596
NLA06608-2663,300136.356716156,2687.94526647125,1.384,2.177,211.08560595284098
NLA06608-1623,46963.7252998352,842.120645942676,1.096,1.116,100.31570448655107
NLA06608-2094,63413.5388259888,963.284709231243,1.079,1.446,111.31319535422493
NLA06608-0003,57017.8644256592,1264.99623235485,1.494,1.862,85.73502076043161
NLA06608-TX:10,3228685.45147705,23390.2338137337,3.672,1.827,317.09607671886033
NLA06608-TX:14,88093274.811264,144760.755516525,4.351,1.043,2303.0714219834986
NLA06608-0564,408000.202148438,4043.80149397534,1.786,2.306,171.3674958617146
NLA06608-0260,19189814.5385742,56335.9444013925,3.628,1.784,968.9291308587859
NLA06608-0340,110274.028320313,1753.37708955565,1.489,3.39,108.43955999557402
NLA06608-0116,4062047.33630371,34239.2675127147,4.792,4.494,490.25946344410073
NLA06608-1279,144622.173950195,1509.85939250165,1.12,1.278,181.8053915588506
NLA06608-1236,184936.46862793,1756.09149573433,1.152,1.123,182.31800821312413
NLA06608-1715,98446.429473877,2116.06083609555,1.902,2.207,81.87284120667984
NLA06608-0015,1739928.0480957,50155.3931839849,10.726,3.496,89.38919562793774
NLA06608-1295,111985.206542969,4029.96611736551,3.397,3.256,45.48739374474497
NLA06608-0483,141089866.816315,727293.832884692,17.273,1.749,1752.5424234405975
NLA06608-1483,510279.834838867,3609.06923026027,1.425,1.164,272.10621327705877
NLA06608-0468,67802.5069580078,1222.41707765121,1.324,2.306,85.60651381458594
NLA06608-0495,3679212.45300293,40731.9047919545,5.99,12.219,222.68576614214686
NLA06608-0511,755479.575439453,5860.07517997036,1.902,2.42,285.71757867766087
NLA06608-0687,149846.775634766,1620.42952845028,1.181,1.714,162.07483505039409
NLA06608-1455,77997.0373535156,1258.54944733802,1.271,1.733,103.74453216834178
NLA06608-1818,665490.518798828,6517.0381333459,2.254,1.459,276.9750187040108
NLA06608-0970,7315055.26318359,18477.5059059065,1.927,3.473,723.9651838666949
NLA06608-0794,20453318.3691406,38844.7386338348,2.423,5.09,902.8310968515073
NLA06608-2095,8682135.64208984,34080.6651580719,3.263,1.227,866.0696939234302
NLA06608-1695,135441.385742188,1899.74351283538,1.456,1.083,135.6072205807196
NLA06608-1631,934932.706542969,7809.49255396302,2.278,1.762,284.7720522301374
NLA06608-2655,432854.385009766,4283.17285268329,1.836,2.902,198.13468976948224
